,rank,title,year,genre,rating_score,rating_count,box gross,review_word_1,review_word_2,review_word_3,review_word_4,review_word_5
513,514,Children of Men,2006,"Adventure, Drama",7.9,459352,35552383.0,favorite,imdbcomlistls,first,children,time
514,515,Almost Famous,2000,"Adventure, Comedy, Drama",7.9,249202,32534850.0,rock,journalist,music,almost,famous
515,516,Toy Story 2,1999,"Adventure, Animation, Comedy",7.9,518393,245852179.0,great,must,story,quality,sequences
516,517,Boogie Nights,1997,Drama,7.9,235637,26400640.0,boogie,nights,dirk,scenes,music
517,518,Whisper of the Heart,1995,"Animation, Drama, Family",7.9,49897,498156.0,heart,whisper,real,love,teen
518,519,Once Were Warriors,1994,"Crime, Drama",7.9,31124,1608570.0,beth,family,jake,best,oldest
519,520,True Romance,1993,"Crime, Drama, Romance",7.9,203932,12281551.0,enough,cast,character,supporting,rolls
520,521,Three Colors: Blue,1993,"Drama, Music, Mystery",7.9,87397,1324974.0,julie,blue,seen,life,make
521,522,Ninja Scroll,1993,"Action, Adventure, Animation",7.9,34071,,great,action,time,villains,helpful
522,523,Carlito's Way,1993,"Crime, Drama, Thriller",7.9,198008,36948322.0,carlito,gangster,pacino,thanks,back
523,524,Edward Scissorhands,1990,"Drama, Fantasy, Romance",7.9,440396,56362352.0,people,True,tears,fairy,tale
524,525,My Left Foot,1989,"Biography, Drama",7.9,66781,14743391.0,cerebral,palsy,excellent,christy,human
525,526,Crimes and Misdemeanors,1989,"Comedy, Drama",7.9,53921,18254702.0,allen,cliff,always,judah,crimes
526,527,The Untouchables,1987,"Crime, Drama, Thriller",7.9,274835,76270454.0,capone,mafia,shows,enforcement,arrest
527,528,Hannah and Her Sisters,1986,"Comedy, Drama",7.9,66225,40084041.0,allen,hannah,best,sisters,drama
528,529,Brazil,1985,Drama,7.9,185450,9929135.0,films,gilliam,brazil,dystopian,http
529,530,This Is Spinal Tap,1984,"Comedy, Music",7.9,127320,4736202.0,satire,spinal,humor,first,time
530,531,A Christmas Story,1983,"Comedy, Family",7.9,128005,20605209.0,story,christmas,ralphie,childhood,shepherd
531,532,The Blues Brothers,1980,"Action, Adventure, Comedy",7.9,180143,57229890.0,musical,jake,comedy,action,fantasy
532,533,Manhattan,1979,"Comedy, Drama, Romance",7.9,129923,39946780.0,allen,love,isaac,woody,manhattan
533,534,All That Jazz,1979,"Drama, Music, Musical",7.9,27593,37823676.0,gideon,life,fosse,fate,musical
534,535,Dawn of the Dead,1978,"Action, Adventure, Horror",7.9,110027,,romero,dawn,trilogy,dead,something
535,536,The Holy Mountain,1973,"Adventure, Drama, Fantasy",7.9,35918,61001.0,holy,mountain,films,people,jodorowsky
536,537,Amarcord,1973,"Comedy, Drama",7.9,39179,125493.0,life,like,filled,awesome,people
537,538,The Discreet Charm of the Bourgeoisie,1972,Comedy,7.9,37777,,bunuel,frustrated,often,word,works
538,539,"Aguirre, the Wrath of God",1972,"Action, Adventure, Biography",7.9,51410,,aguirre,kinski,historical,breathtaking,herzog
539,540,Harold and Maude,1971,"Comedy, Drama, Romance",7.9,69911,,maude,show,harold,helpful,quite
540,541,Patton,1970,"Biography, Drama, War",7.9,92850,61749765.0,patton,said,thought,looking,developed
541,542,The Wild Bunch,1969,"Action, Adventure, Western",7.9,76499,638641.0,gang,general,pike,army,every
542,543,Night of the Living Dead,1968,"Horror, Thriller",7.9,114574,236452.0,best,films,romero,ever,zombies
543,544,The Lion in Winter,1968,"Biography, Drama, History",7.9,28600,18177.0,richard,john,henry,historical,script
544,545,In the Heat of the Night,1967,"Crime, Drama, Mystery",7.9,66632,,oscar,films,great,heat,night
545,546,Charade,1963,"Comedy, Mystery, Romance",7.9,67030,,best,ever,hepburn,grant,actors
546,547,The Manchurian Candidate,1962,"Drama, Thriller",7.9,70455,2757256.0,time,well,favorites,helpful,ultimate
547,548,Spartacus,1960,"Adventure, Biography, Drama",7.9,122736,1830650.0,kubrick,douglas,spartacus,director,would
548,549,L'Avventura,1960,"Drama, Mystery",7.9,25938,,shot,going,anna,within,deep
549,550,Hiroshima Mon Amour,1959,"Drama, Romance",7.9,27752,96439.0,hiroshima,story,affair,know,simple
550,551,The Ten Commandments,1956,"Adventure, Drama",7.9,62693,65500000.0,look,moses,every,demille,charlton
551,552,The Searchers,1956,"Adventure, Drama, Western",7.9,79079,,music,ethan,picture,steiner,ford
552,553,East of Eden,1955,Drama,7.9,39685,,book,best,performance,trouble,finding
553,554,High Noon,1952,"Drama, Thriller, Western",7.9,95986,,kane,noon,town,high,fight
554,555,Strangers on a Train,1951,"Crime, Thriller",7.9,121811,,hitchcock,train,could,character,walker
555,556,Harvey,1950,"Comedy, Drama, Fantasy",7.9,52140,,elwood,harvey,stewart,dowd,know
556,557,Miracle on 34th Street,1947,"Comedy, Drama, Family",7.9,39239,2650000.0,like,ohara,audiences,santa,women
557,558,Notorious,1946,"Drama, Romance",7.9,91055,,hitchcock,dark,favorite,seen,always
558,559,The Big Sleep,1946,"Crime, Mystery",7.9,77895,,bogart,marlowe,sleep,maltese,falcon
559,560,The Lost Weekend,1945,Drama,7.9,33030,,quite,charles,jackson,weekend,hotel
560,561,The Philadelphia Story,1940,"Comedy, Romance",7.9,62498,404524.0,hepburn,story,made,tracy,could
561,562,His Girl Friday,1940,"Comedy, Drama, Romance",7.9,52675,296000.0,grant,play,cary,russell,hildy
562,563,Bringing Up Baby,1938,"Comedy, Family, Romance",7.9,54255,,grant,character,comedy,going,perfectly
563,564,The Adventures of Robin Hood,1938,"Action, Adventure, Romance",7.9,46618,,flynn,years,erroll,robin,hood
564,565,A Night at the Opera,1935,"Comedy, Music, Musical",7.9,30161,2537520.0,groucho,marx,brothers,opera,comedy
565,566,King Kong,1933,"Adventure, Horror",7.9,77920,,kong,cooper,king,obrien,remake
566,567,Freaks,1932,"Drama, Horror",7.9,41514,,freaks,deformed,people,quite,browning
567,568,Nosferatu,1922,"Fantasy, Horror",7.9,87457,,schreck,murnau,stoker,nosferatu,character
568,569,Tenet,2020,Action,7.8,137324,52500000.0,understand,first,blight,time,properly
569,570,The Salesman,2016,"Drama, Thriller",7.8,49530,2402067.0,emad,iranian,american,death,rana
570,571,Perfect Strangers,2016,"Comedy, Drama",7.8,55212,,friends,wonderful,good,vote,helpful
571,572,Hidden Figures,2016,"Biography, Drama, History",7.8,195632,169607287.0,time,civil,separate,nasa,perspective
572,573,Paddington 2,2017,"Adventure, Comedy, Family",7.8,58871,40891591.0,paddington,whole,superb,small,little
573,574,Udta Punjab,2016,"Action, Crime, Drama",7.8,26580,,punjab,full,however,issue,udta
574,575,Kubo and the Two Strings,2016,"Action, Adventure, Animation",7.8,115973,48023088.0,felt,story,truly,people,like
575,576,Manchester by the Sea,2016,Drama,7.8,241072,47695371.0,people,without,lives,likely,ability
576,577,Land of Mine,2015,"Drama, History, War",7.8,34414,435266.0,beautifully,helpful,unbearably,tense,danish
577,578,Rogue One: A Star Wars Story,2016,"Action, Adventure",7.8,542796,532177324.0,helpful,felt,like,original,trilogy
578,579,Captain America: Civil War,2016,"Action, Adventure",7.8,650063,408084349.0,captain,america,good,chris,civil
579,580,The Hateful Eight,2015,"Crime, Drama, Mystery",7.8,503966,54117416.0,watch,hateful,tarantino,expect,films
580,581,Little Women,2019,"Drama, Romance",7.8,128631,108101214.0,alcott,book,ending,gerwig,found
581,582,Loving Vincent,2017,"Animation, Biography, Crime",7.8,49203,6735118.0,vincent,paintings,painted,animation,story
582,583,Pride,2014,"Biography, Comedy, Drama",7.8,50970,1446634.0,protest,young,time,people,youth
583,584,The Past,2013,"Drama, Mystery",7.8,44398,1331747.0,among,iranian,language,like,past
584,585,The Great Beauty,2013,Drama,7.8,79469,2852400.0,beauty,rome,city,supporting,life
585,586,The Lunchbox,2013,"Drama, Romance",7.8,49453,4235151.0,batra,love,memorable,kaur,lunchbox
586,587,Vicky Donor,2012,"Comedy, Romance",7.8,39129,549001.0,vicky,donor,good,like,theme
587,588,Big Hero 6,2014,"Action, Adventure, Animation",7.8,403830,222527828.0,please,reviews,watch,kids,listen
588,589,About Time,2013,"Comedy, Drama, Fantasy",7.8,292542,15322921.0,hate,could,things,done,wish
589,590,English Vinglish,2012,"Comedy, Drama, Family",7.8,33017,1862086.0,english,language,sridevi,made,role
590,591,The Broken Circle Breakdown,2012,"Drama, Music, Romance",7.8,38863,175058.0,love,music,circle,perfect,elise
591,592,The Wind Rises,2013,"Animation, Biography, Drama",7.8,71271,5209580.0,like,world,dreams,hard,live
592,593,Toy Story 4,2019,"Adventure, Animation, Comedy",7.8,193306,434038008.0,story,toys,hard,andy,whether
593,594,The Best Offer,2013,"Crime, Drama, Mystery",7.8,106104,100035.0,great,make,even,story,happens
594,595,Moonrise Kingdom,2012,"Comedy, Drama, Romance",7.8,313849,45512466.0,anderson,never,picture,even,life
595,596,How to Train Your Dragon 2,2014,"Action, Adventure, Animation",7.8,300529,177002924.0,original,favorite,films,http,wwwimdbcomlistls
596,597,The Big Short,2015,"Biography, Comedy, Drama",7.8,352721,70259870.0,short,makes,drama,care,documentary
597,598,Confessions,2010,"Drama, Thriller",7.8,35127,,confessions,confession,added,story,became
598,599,I Saw the Devil,2010,"Action, Crime, Drama",7.8,107872,129210.0,choi,viewer,well,character,scenes
599,600,The Girl with the Dragon Tattoo,2011,"Crime, Drama, Mystery",7.8,414628,102515793.0,dragon,tattoo,important,book,swedish
600,601,Captain Phillips,2013,"Adventure, Biography, Crime",7.8,414875,107100855.0,hanks,abdi,pirates,captain,phillips
601,602,The Man from Nowhere,2010,"Action, Crime, Drama",7.8,61552,528175.0,people,films,watching,action,helpful
602,603,Straight Outta Compton,2015,"Biography, Drama, History",7.8,177088,161197785.0,black,criminals,reviews,young,white
603,604,Mother,2009,"Crime, Drama, Thriller",7.8,50117,551509.0,bong,mother,going,every,memories
604,605,The Chaser,2008,"Action, Crime, Thriller",7.8,56983,,serial,killer,korean,years,society
605,606,The Hobbit: The Desolation of Smaug,2013,"Adventure, Fantasy",7.8,593555,258366855.0,scenes,dwarfs,smaug,like,scene
606,607,The White Ribbon,2009,"Drama, History, Mystery",7.8,67783,2222862.0,haneke,society,evil,work,individual
607,608,The Girl with the Dragon Tattoo,2009,"Crime, Drama, Mystery",7.8,206943,10095170.0,story,especially,helpful,awesome,swedish
608,609,The Fighter,2010,"Biography, Drama, Sport",7.8,335967,93617009.0,story,micky,russell,bale,real
609,610,Taken,2008,"Action, Thriller",7.8,560066,145000989.0,neeson,would,bourne,time,bond
610,611,The Boy in the Striped Pajamas,2008,"Drama, War",7.8,187279,9046156.0,bruno,striped,pyjamas,story,boys
611,612,Once,2007,"Drama, Music, Romance",7.8,109632,9439923.0,lead,extremely,amazing,fact,also
612,613,The Hobbit: An Unexpected Journey,2012,"Adventure, Fantasy",7.8,748918,303003568.0,helpful,definitely,lotr,pretty,cool
613,614,The Edge of Heaven,2007,Drama,7.8,30486,742349.0,father,characters,films,edge,story
614,615,Atonement,2007,"Drama, Mystery, Romance",7.8,246547,50927067.0,novel,mcewan,liked,language,fall
615,616,Drive,2011,"Crime, Drama",7.8,562305,35061555.0,driver,scorpion,frog,drive,irene
616,617,American Gangster,2007,"Biography, Crime, Drama",7.8,385387,130164645.0,story,every,year,corruption,gangster
617,618,Avatar,2009,"Action, Adventure, Fantasy",7.8,1106301,760507625.0,story,helpful,avatar,tells,familiar
618,619,Mr. Nobody,2009,"Drama, Fantasy, Romance",7.8,213228,3622.0,love,nemo,back,yearold,life
619,620,Apocalypto,2006,"Action, Adventure, Drama",7.8,287676,50866635.0,experience,best,survival,films,chase
620,621,Little Miss Sunshine,2006,"Comedy, Drama",7.8,434289,59891098.0,sheryl,steve,even,family,carell
621,622,Hot Fuzz,2007,"Action, Comedy, Mystery",7.8,457089,23637265.0,action,also,english,hollywood,american
622,623,The Curious Case of Benjamin Button,2008,"Drama, Fantasy, Romance",7.8,579475,127509326.0,best,brad,watched,fincher,oscars
623,624,Veer-Zaara,2004,"Drama, Family, Musical",7.8,48194,2938532.0,emotion,watching,hindi,different,indian
624,625,Adam's Apples,2005,"Comedy, Crime, Drama",7.8,44792,1305.0,actor,find,places,helpful,went
625,626,Pride & Prejudice,2005,"Drama, Romance",7.8,251757,38405088.0,darcy,elizabeth,read,moved,keira
626,627,The World's Fastest Indian,2005,"Biography, Drama, Sport",7.8,51472,5128124.0,burt,hopkins,every,wonder,munro
627,628,Tokyo Godfathers,2003,"Adventure, Animation, Comedy",7.8,30240,367131.0,christmas,learn,would,miracles,happen
628,629,Serenity,2005,"Action, Adventure",7.8,280841,25514517.0,characters,firefly,serenity,excellent,reviews
629,630,Walk the Line,2005,"Biography, Drama, Music",7.8,230888,119519402.0,like,never,felt,phoenix,cash
630,631,Evil,2003,Drama,7.8,35282,15530.0,ondskan,boarding,evil,school,world
631,632,The Notebook,2004,"Drama, Romance",7.8,511823,81001787.0,notebook,kept,crying,helpful,honesty
632,633,The Motorcycle Diaries,2004,"Adventure, Biography, Drama",7.8,95775,16781387.0,political,around,south,guevara,serna
633,634,Lilya 4-Ever,2002,"Crime, Drama",7.8,42153,184023.0,lilja,lukas,reality,best,maybe
634,635,The Triplets of Belleville,2003,"Animation, Comedy, Drama",7.8,50127,7007149.0,details,sequence,animation,left,appeal
635,636,Joint Security Area,2000,"Action, Drama, Thriller",7.8,25847,,people,korean,joint,security,area
636,637,The Count of Monte Cristo,2002,"Action, Adventure, Drama",7.8,127557,54234062.0,viewing,watch,harris,caviezel,revenge
637,638,Waking Life,2001,"Animation, Drama, Fantasy",7.8,60149,2901447.0,life,films,waking,much,certain
638,639,Remember the Titans,2000,"Biography, Drama, Sport",7.8,195488,115654751.0,great,love,watch,boone,greater
639,640,"Crouching Tiger, Hidden Dragon",2000,"Action, Adventure, Fantasy",7.8,250575,128078872.0,made,scenes,wuxia,novels,action
640,641,All About My Mother,1999,Drama,7.8,87815,8344738.0,almodovar,though,manuela,esteban,spanish
641,642,Cast Away,2000,"Adventure, Drama, Romance",7.8,514402,233632142.0,time,come,must,group,people
642,643,The Boondock Saints,1999,"Action, Crime, Thriller",7.8,225450,30471.0,boondock,saints,terrific,brothers,story
643,644,The Insider,1999,"Biography, Drama, Thriller",7.8,157766,29089912.0,character,insider,pacino,crowe,story
644,645,October Sky,1999,"Biography, Drama, Family",7.8,81352,32570685.0,homer,first,father,miners,october
645,646,Shrek,2001,"Adventure, Animation, Comedy",7.8,604205,267665011.0,gets,never,glitters,gold,shooting
646,647,Titanic,1997,"Drama, Romance",7.8,1029353,659363944.0,time,watch,timeless,classic,helpful
647,648,Fireworks,1997,"Crime, Drama, Romance",7.8,27219,500000.0,hanabi,takeshi,nishi,films,violence
648,649,Gattaca,1997,"Drama, Thriller",7.8,277294,12532777.0,gattaca,future,piece,science,fiction
649,650,The Game,1997,"Action, Drama, Mystery",7.8,339249,48323648.0,game,thriller,douglas,penn,gift
650,651,Breaking the Waves,1996,Drama,7.8,61531,3803298.0,trier,please,bess,made,power
651,652,Ed Wood,1994,"Biography, Comedy, Drama",7.8,163581,5887457.0,johnny,better,burton,depp,script
652,653,What's Eating Gilbert Grape,1993,Drama,7.8,211565,10032765.0,gilbert,arnie,life,grape,little
653,654,Tombstone,1993,"Action, Biography, Drama",7.8,124145,56505065.0,wyatt,story,even,better,guys
654,655,The Sandlot,1993,"Comedy, Drama, Family",7.8,77823,32950136.0,kids,good,like,scene,playing
655,656,The Remains of the Day,1993,"Drama, Romance",7.8,64627,23237911.0,hopkins,wonderful,tremendous,great,beautiful
656,657,Naked,1993,"Comedy, Drama",7.8,33663,1769305.0,leigh,johnny,tale,girlfriend,louise
657,658,The Fugitive,1993,"Action, Crime, Drama",7.8,263660,183875760.0,ford,jones,films,kimble,fugitive
658,659,A Bronx Tale,1993,"Crime, Drama, Romance",7.8,125976,17287898.0,niro,scorsese,world,little,debut
659,660,Batman: Mask of the Phantasm,1993,"Action, Animation, Crime",7.8,42938,5635204.0,cartoon,batman,interesting,series,great
660,661,Hard Boiled,1992,"Action, Crime, Thriller",7.8,46171,,action,hard,favorite,hong,kong
661,662,Night on Earth,1991,"Comedy, Drama",7.8,54394,2015810.0,story,different,helsinki,life,stories
662,663,The Double Life of Véronique,1991,"Drama, Fantasy, Music",7.8,41138,1999955.0,christ,veronika,veronique,indeed,singing
663,664,Boyz n the Hood,1991,"Crime, Drama",7.8,123052,57504069.0,problems,issues,value,life,cube
664,665,Misery,1990,"Drama, Thriller",7.8,180957,61276872.0,misery,paul,genre,wilkes,best
665,666,Awakenings,1990,"Biography, Drama",7.8,122077,52096475.0,awakenings,ever,williams,events,think
666,667,Kiki's Delivery Service,1989,"Adventure, Animation, Drama",7.8,120000,1004057.0,kiki,miyazaki,delivery,service,life
667,668,Glory,1989,"Biography, Drama, History",7.8,120333,26979166.0,glory,broderick,freeman,washington,shaw
668,669,The Killer,1989,"Action, Crime, Drama",7.8,45191,,killer,hong,kong,though,tsui
669,670,Back to the Future Part II,1989,"Adventure, Comedy",7.8,472604,119000002.0,much,marty,future,zemeckis,original
670,671,Mississippi Burning,1988,"Crime, Drama, History",7.8,86639,34603943.0,hackman,mississippi,place,although,mcdormand
671,672,Predator,1987,"Action, Adventure",7.8,366631,59735548.0,action,predator,best,scifi,time
672,673,Evil Dead II,1987,"Action, Comedy, Fantasy",7.8,146030,5923044.0,first,liked,seems,helpful,wrong
673,674,Ferris Bueller's Day Off,1986,Comedy,7.8,316097,70136369.0,ferris,someone,like,bueller,life
674,675,Down by Law,1986,"Comedy, Crime, Drama",7.8,47177,1435668.0,http,wwwimdbcomlistls,cult,favorite,helpful
675,676,The Goonies,1985,"Adventure, Comedy, Family",7.8,240186,63192596.0,goonies,like,favourite,kids,love
676,677,The Color Purple,1985,Drama,7.8,77054,98467863.0,spielberg,make,tears,color,purple
677,678,The Breakfast Club,1985,"Comedy, Drama",7.8,352056,45875171.0,understand,remember,high,breakfast,club
678,679,The Killing Fields,1984,"Biography, Drama, History",7.8,50893,34700291.0,khmer,rouge,also,ngor,people
679,680,Ghostbusters,1984,"Action, Comedy, Fantasy",7.8,349720,243187079.0,ghostbusters,harold,ramis,aykroyd,love
680,681,The Right Stuff,1983,"Adventure, Biography, Drama",7.8,55367,21192102.0,space,test,pilots,yeager,right
681,682,The King of Comedy,1982,"Comedy, Crime, Drama",7.8,85629,2536242.0,hate,fact,celebrity,people,niro
682,683,E.T. the Extra-Terrestrial,1982,Family,7.8,365658,435110554.0,years,seen,since,timeless,helpful
683,684,Kramer vs. Kramer,1979,Drama,7.8,130975,106260000.0,family,american,began,kramer,best
684,685,Halloween,1978,"Horror, Thriller",7.8,226039,47160000.0,halloween,horror,films,know,scared
685,686,Days of Heaven,1978,"Drama, Romance",7.8,51661,3446749.0,could,almost,helpful,called,filmed
686,687,The Outlaw Josey Wales,1976,Western,7.8,64589,31800000.0,eastwood,josey,wales,even,union
687,688,The Man Who Would Be King,1975,"Adventure, History, War",7.8,43383,,like,kipling,perfect,story,superb
688,689,The Conversation,1974,"Drama, Mystery, Thriller",7.8,96452,4420000.0,harry,surveillance,conversation,leaves,seems
689,690,The Day of the Jackal,1973,"Crime, Drama, Thriller",7.8,36817,16056255.0,degaulle,would,zinneman,high,noon
690,691,Badlands,1973,"Action, Crime, Drama",7.8,64582,,malick,story,fabulous,cinema,masterpiece
691,692,Cabaret,1972,"Drama, Musical",7.8,47583,,cabaret,minelli,club,michael,york
692,693,Willy Wonka & the Chocolate Factory,1971,"Family, Fantasy, Musical",7.8,175490,526633.0,wonka,willy,chocolate,golden,charlie
693,694,Midnight Cowboy,1969,Drama,7.8,99414,44785053.0,times,square,area,right,time
694,695,Wait Until Dark,1967,Thriller,7.8,27339,,hepburn,blind,danger,young,suspense
695,696,Guess Who's Coming to Dinner,1967,"Comedy, Drama",7.8,38716,56666667.0,time,grandmother,tracy,spencer,dinner
696,697,Bonnie and Clyde,1967,"Action, Biography, Crime",7.8,100841,,clyde,bonnie,violence,like,girl
697,698,My Fair Lady,1964,"Drama, Family, Musical",7.8,85269,72560711.0,eliza,songs,audrey,nixon,role
698,699,Mary Poppins,1964,"Comedy, Family, Fantasy",7.8,155358,102272727.0,banks,good,poppins,disney,story
699,700,The Longest Day,1962,"Action, Drama, History",7.8,51606,,films,made,classic,care,commanders
700,701,Jules and Jim,1962,"Drama, Romance",7.8,36861,509.0,characters,three,jules,story,love
701,702,The Innocents,1961,Horror,7.8,26361,,children,miss,giddens,innocents,story
702,703,Breathless,1960,"Crime, Drama",7.8,71752,363031.0,breathless,wave,godard,pictures,historical
703,704,Red River,1948,"Action, Adventure, Drama",7.8,27664,,river,howard,wayne,john,relationship
704,705,Key Largo,1948,"Action, Crime, Drama",7.8,36541,7017420.0,largo,mccloud,rocco,great,john
705,706,To Have and Have Not,1944,"Adventure, Comedy",7.8,30522,,though,bogey,bogart,harry,morgan
706,707,Shadow of a Doubt,1943,Thriller,7.8,58482,,hitchcock,hitch,camera,style,pictures
707,708,Stagecoach,1939,"Adventure, Drama, Western",7.8,42708,,stagecoach,john,wayne,even,ford
708,709,The Lady Vanishes,1938,"Mystery, Thriller",7.8,46575,,hitchcock,lady,witty,vanishes,cast
709,710,Bride of Frankenstein,1935,"Drama, Horror",7.8,42716,,frankenstein,bride,much,monster,however
710,711,Duck Soup,1933,"Comedy, Musical, War",7.8,55004,,lines,marx,brothers,groucho,funny
711,712,Frankenstein,1931,"Drama, Horror, Romance",7.8,64152,,well,frankenstein,without,thrill,shock
712,713,Roma,2018,Drama,7.7,136406,,things,people,first,drama,matter
713,714,Deadpool 2,2018,"Action, Adventure, Comedy",7.7,466021,324591735.0,version,edition,theatrical,best,included
714,715,Wind River,2017,"Crime, Drama, Mystery",7.7,197546,33800859.0,sheridan,renner,olsen,like,front
715,716,Get Out,2017,"Horror, Mystery, Thriller",7.7,478564,176040665.0,white,peele,people,instead,characters
716,717,Mission: Impossible - Fallout,2018,"Action, Adventure, Thriller",7.7,284307,220159104.0,action,better,helpful,thrilling,start
717,718,A Man Called Ove,2015,"Comedy, Drama, Romance",7.7,45714,3479315.0,character,understand,even,appears,grumpy
718,719,What We Do in the Shadows,2014,"Comedy, Horror",7.7,153113,3469224.0,comedy,plot,style,great,helpful
719,720,When Marnie Was There,2014,"Animation, Drama, Family",7.7,31308,561085.0,like,ghibli,feeling,sparks,marnie
720,721,The Theory of Everything,2014,"Biography, Drama, Romance",7.7,395610,35893537.0,hawking,performance,work,fame,could
721,722,Kingsman: The Secret Service,2014,"Action, Adventure, Comedy",7.7,582899,128261724.0,films,bond,like,action,kingsman
722,723,The Fault in Our Stars,2014,"Drama, Romance",7.7,339282,124872350.0,loved,ever,seen,found,helpful
723,724,Me and Earl and the Dying Girl,2015,"Comedy, Drama",7.7,121423,6758416.0,beautiful,films,make,earl,girl
724,725,Birdman or (The Unexpected Virtue of Ignorance),2014,"Comedy, Drama",7.7,570668,42340598.0,every,like,scene,truth,helpful
725,726,Blue Is the Warmest Colour,2013,"Drama, Romance",7.7,136413,2199787.0,emotional,relationship,adele,love,like
726,727,Kai Po Che,2013,"Drama, Sport",7.7,31255,1122527.0,friendship,hard,sniff,kite,watch
727,728,Captain America: The Winter Soldier,2014,"Action, Adventure",7.7,724081,259766572.0,much,date,first,character,well
728,729,Rockstar,2011,"Drama, Music, Musical",7.7,38652,986697.0,helpful,people,made,great,acting
729,730,Nebraska,2013,"Adventure, Comedy, Drama",7.7,111174,17654912.0,themes,even,feel,time,like
730,731,Wreck-It Ralph,2012,"Adventure, Animation, Comedy",7.7,373982,189422889.0,great,pretty,world,characters,time
731,732,The Little Prince,2015,"Adventure, Animation, Drama",7.7,55609,1339152.0,read,book,know,story,prince
732,733,Detachment,2011,Drama,7.7,75617,72689.0,life,story,real,feeling,teacher
733,734,Midnight in Paris,2011,"Comedy, Fantasy, Romance",7.7,382647,56817045.0,paris,place,truly,might,time
734,735,A Star Is Born,2018,"Drama, Music, Romance",7.7,323590,215288866.0,watch,great,helpful,took,wife
735,736,The Lego Movie,2014,"Action, Adventure, Animation",7.7,320774,257760692.0,lego,kids,story,business,creative
736,737,Gravity,2013,"Drama, Thriller",7.7,759726,274092705.0,ryan,space,suspense,every,nothing
737,738,Star Trek Into Darkness,2013,"Action, Adventure",7.7,459837,228778661.0,star,trek,federation,deepness,future
738,739,Beasts of No Nation,2015,"Drama, War",7.7,72369,90777.0,fukunaga,beasts,nation,commandant,like
739,740,The Social Network,2010,"Biography, Drama",7.7,613788,96962694.0,fincher,future,deserves,best,amazing
740,741,X: First Class,2011,"Action, Adventure",7.7,639526,146408305.0,helpful,matthew,vaughn,helm,xmen
741,742,The Hangover,2009,Comedy,7.7,709364,277322503.0,helpful,comedies,time,enough,jokes
742,743,Skyfall,2012,"Action, Adventure, Thriller",7.7,623351,304360277.0,craig,bond,best,james,helpful
743,744,Silver Linings Playbook,2012,"Comedy, Drama, Romance",7.7,653934,132092958.0,bipolar,treatment,reality,illness,good
744,745,Argo,2012,"Biography, Drama, Thriller",7.7,565797,136025503.0,taylor,affleck,canada,story,True
745,746,500 Days of Summer,2009,"Comedy, Drama, Romance",7.7,466856,32391374.0,summer,love,days,person,girl
746,747,Harry Potter and the Deathly Hallows: Part 1,2010,"Adventure, Family, Fantasy",7.7,467621,296347721.0,convinced,book,harry,make,left
747,748,Ponyo,2008,"Adventure, Animation, Comedy",7.7,121802,15743471.0,ponyo,children,world,fish,miyazaki
748,749,Frost/Nixon,2008,"Biography, Drama, History",7.7,101956,18622031.0,frostnixon,howard,colombia,would,look
749,750,Paprika,2006,"Animation, Drama, Fantasy",7.7,69418,882267.0,paprika,best,scientists,others,find
750,751,Changeling,2008,"Biography, Crime, Drama",7.7,235786,35739802.0,story,certainly,well,helpful,heartbreaking
751,752,Flipped,2010,"Comedy, Drama, Romance",7.7,80354,1755212.0,flipped,bryce,juli,kids,love
752,753,The Girl Who Leapt Through Time,2006,"Adventure, Animation, Comedy",7.7,59182,,time,travel,animated,story,makoto
753,754,Death Note: Desu nôto,2006,"Crime, Drama, Fantasy",7.7,28347,,well,story,death,note,anime
754,755,This Is England,2006,"Crime, Drama",7.7,114660,329379.0,england,meadows,films,romeo,brass
755,756,Ex Machina,2014,"Drama, Thriller",7.7,466099,25442958.0,allegorical,people,think,rather,also
756,757,After the Wedding,2006,Drama,7.7,31546,1534584.0,rather,interest,drama,jacob,jorgen
757,758,The Last King of Scotland,2006,"Biography, Drama, History",7.7,173500,17606684.0,brutal,amin,helpful,gripping,powerful
758,759,Zodiac,2007,"Crime, Drama, Mystery",7.7,451632,33080084.0,zodiac,fincher,killer,come,francisco
759,760,Lucky Number Slevin,2006,"Crime, Drama, Thriller",7.7,297635,22495466.0,dialog,review,limiting,number,interesting
760,761,Joyeux Noel,2005,"Drama, History, Music",7.7,27237,1054361.0,depicting,helpful,sceptical,watching,tears
761,762,Control,2007,"Biography, Drama, Music",7.7,60943,872252.0,curtis,singer,band,division,corbijn
762,763,Tangled,2010,"Adventure, Animation, Comedy",7.7,398923,200821936.0,disney,year,kinda,princess,classic
763,764,Black Book,2006,"Drama, Thriller, War",7.7,71924,4398532.0,rachel,would,like,paul,verhoeven
764,765,Brokeback Mountain,2005,"Drama, Romance",7.7,318952,83043761.0,feel,talking,watched,night,ever
765,766,3:10 to Yuma,2007,"Action, Crime, Drama",7.7,285599,53606916.0,much,well,last,western,impressed
766,767,Crash,2004,"Crime, Drama, Thriller",7.7,416429,54580300.0,crash,characters,drama,shifts,whose
767,768,Kung Fu Hustle,2004,"Action, Comedy, Fantasy",7.7,125598,17108591.0,knife,scene,helpful,richly,imaginative
768,769,The Bourne Supremacy,2004,"Action, Mystery, Thriller",7.7,429295,176241941.0,bourne,jason,cool,helpful,intelligent
